// AAQ-RINKO Series Data Processing Software
// Version 1.11
// File Date:2026/01/05 12:01:29
// Copyright (C) JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
MeasMode=0
Model=D-10

[Head]
SondeName=AAQ171-CAD
SondeNo=0328
SensorType=D0D1T1C1C2K0U3O0TOP0TP
SensorType2=0303030303030303030303
Channel=11
Comment=

PreHeat=1000
Interval=100
SampleCnt=464

StartTime=2026/01/05 09:09:52
EndTime=2026/01/05 09:10:39

DepAdjRho=1.0250
DepAdjRhoFlg=1

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=1
PC_SWC=0
PC_SWD=0

DepthZero=0.229207
StartDepthA=0
StartDepthB=0

StartPosition=----.----, ----.----
EndPosition=----.----, ----.----

FilmNo=241255BA
UseMicroMol=0

CoefDate=2025/05/27

Ch1=-6.63583300e-02,2.279624000e-05,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.55976000e00,1.068663000e-03,-1.25300000e-08,2.882681000e-13,-3.49266300e-18,2.534904000e-23,0.000000000e00,0.000000000e00,
Ch4=2.784703000e-02,3.685914000e01,2.624574000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.33982300e00,6.487029000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.36329500e00,1.419025000e-02,9.348176000e-08,-1.83087900e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.23570100e01,2.153332000e06,-5.51231900e03,1.016450000e-02,4.200000000e-03,5.326000000e-05,0.000000000e00,1.000000000e00,
Ch9=-5.79016500e00,1.069859000e-03,-1.28152300e-08,3.009329000e-13,-3.74326800e-18,2.715936000e-23,0.000000000e00,0.000000000e00,
Ch10=6.836748000e00,2.639268000e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch11=-5.22108300e00,1.742068000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
観測日時,深度 [m],水温 [℃],塩分,電導度 [mS/cm],EC25 [μS/cm],密度 [kg/m3],シグマＴ,Chl-Flu. [ppb],Chl-a [μg/l],濁度 [FTU],pH,DO [%],Weiss-DO [mg/l],G&G-DO [mg/l],B&K-DO [mg/l],
2026/01/05 09:09:52,0.045,12.902,31.478,37.160,50637.8,1023.685,23.685,2.452,2.452,0.472,7.526,92.252,8.013,8.019,8.018,
2026/01/05 09:09:52,0.050,12.855,31.485,37.126,50663.1,1023.700,23.700,2.355,2.355,0.558,7.526,92.258,8.004,8.009,8.009,
2026/01/05 09:09:52,0.048,12.863,31.503,37.152,50686.1,1023.712,23.712,2.368,2.368,0.515,7.526,92.403,8.020,8.025,8.025,
2026/01/05 09:09:52,0.045,12.869,31.502,37.157,50682.5,1023.710,23.710,2.426,2.426,0.472,7.526,92.446,8.030,8.035,8.035,
2026/01/05 09:09:52,0.043,12.875,31.520,37.181,50707.5,1023.723,23.723,2.303,2.303,0.458,7.526,92.391,8.027,8.033,8.032,
2026/01/05 09:09:52,0.039,12.882,31.517,37.184,50700.6,1023.719,23.719,2.381,2.381,0.429,7.526,92.357,8.027,8.032,8.032,
2026/01/05 09:09:52,0.032,12.888,31.516,37.187,50696.4,1023.717,23.717,2.056,2.056,0.415,7.526,92.295,8.019,8.025,8.024,
2026/01/05 09:09:52,0.027,12.893,31.522,37.199,50704.2,1023.721,23.721,1.823,1.823,0.429,7.526,92.190,8.005,8.010,8.010,
2026/01/05 09:09:52,0.023,12.899,31.519,37.202,50698.4,1023.718,23.718,1.946,1.946,0.458,7.526,92.165,8.001,8.006,8.006,
2026/01/05 09:09:52,0.020,12.908,31.501,37.190,50669.3,1023.702,23.702,1.979,1.979,0.501,7.526,92.229,8.005,8.010,8.010,
2026/01/05 09:09:53,0.023,12.911,31.500,37.191,50666.5,1023.700,23.700,1.751,1.751,0.472,7.526,92.278,8.008,8.013,8.013,
2026/01/05 09:09:53,0.029,12.912,31.501,37.193,50667.2,1023.701,23.701,1.732,1.732,0.472,7.526,92.307,8.009,8.015,8.014,
2026/01/05 09:09:53,0.048,12.914,31.511,37.206,50682.1,1023.709,23.708,1.713,1.713,0.458,7.526,92.272,8.004,8.010,8.009,
2026/01/05 09:09:53,0.077,12.918,31.541,37.242,50723.8,1023.731,23.731,2.004,2.004,0.458,7.526,92.312,8.004,8.010,8.009,
2026/01/05 09:09:53,0.088,12.921,31.534,37.236,50712.3,1023.725,23.724,1.894,1.894,0.487,7.526,92.361,8.007,8.013,8.012,
2026/01/05 09:09:53,0.111,12.917,31.530,37.228,50708.1,1023.723,23.722,2.011,2.011,0.472,7.526,92.417,8.012,8.017,8.017,
2026/01/05 09:09:53,0.134,12.907,31.521,37.211,50698.4,1023.718,23.717,1.959,1.959,0.458,7.526,92.458,8.020,8.025,8.025,
2026/01/05 09:09:53,0.141,12.908,31.523,37.214,50701.0,1023.719,23.719,2.335,2.335,0.444,7.526,92.386,8.014,8.019,8.019,
2026/01/05 09:09:53,0.152,12.917,31.518,37.216,50690.4,1023.713,23.713,2.141,2.141,0.429,7.526,92.371,8.012,8.017,8.017,
2026/01/05 09:09:53,0.175,12.917,31.391,37.082,50507.4,1023.616,23.615,1.966,1.966,0.472,7.526,92.331,8.014,8.019,8.019,
2026/01/05 09:09:54,0.193,12.880,31.118,36.758,50123.1,1023.411,23.410,1.816,1.816,0.544,7.526,92.385,8.032,8.037,8.037,
2026/01/05 09:09:54,0.206,12.813,31.145,36.729,50183.2,1023.445,23.444,1.901,1.901,0.558,7.526,92.390,8.037,8.043,8.042,
2026/01/05 09:09:54,0.229,12.779,31.185,36.741,50251.4,1023.482,23.481,1.751,1.751,0.487,7.526,92.310,8.039,8.044,8.044,
2026/01/05 09:09:54,0.252,12.780,31.231,36.791,50318.2,1023.518,23.517,1.803,1.803,0.458,7.526,92.243,8.037,8.042,8.042,
2026/01/05 09:09:54,0.297,12.774,31.172,36.723,50234.9,1023.474,23.473,1.771,1.771,0.458,7.526,92.227,8.041,8.046,8.045,
2026/01/05 09:09:54,0.338,12.762,31.100,36.635,50133.7,1023.420,23.419,1.940,1.940,0.458,7.526,92.236,8.040,8.046,8.045,
2026/01/05 09:09:54,0.376,12.725,31.032,36.532,50046.9,1023.375,23.373,1.875,1.875,0.487,7.526,92.237,8.042,8.047,8.047,
2026/01/05 09:09:54,0.397,12.691,31.009,36.479,50025.2,1023.364,23.363,1.537,1.537,0.501,7.526,92.248,8.050,8.055,8.055,
2026/01/05 09:09:54,0.433,12.670,31.016,36.467,50041.6,1023.374,23.372,1.576,1.576,0.501,7.526,92.170,8.050,8.055,8.055,
2026/01/05 09:09:54,0.467,12.661,31.083,36.531,50142.3,1023.428,23.426,1.531,1.531,0.472,7.526,92.065,8.043,8.048,8.048,
2026/01/05 09:09:55,0.492,12.659,31.141,36.590,50226.2,1023.473,23.471,1.823,1.823,0.487,7.526,92.023,8.038,8.043,8.043,
2026/01/05 09:09:55,0.517,12.656,31.188,36.636,50295.3,1023.510,23.507,1.836,1.836,0.515,7.526,92.059,8.039,8.044,8.044,
2026/01/05 09:09:55,0.592,12.662,31.242,36.700,50372.3,1023.551,23.548,2.180,2.180,0.487,7.526,92.040,8.030,8.035,8.035,
2026/01/05 09:09:55,0.612,12.691,31.327,36.814,50485.4,1023.611,23.608,1.855,1.855,0.501,7.526,92.041,8.021,8.026,8.026,
2026/01/05 09:09:55,0.640,12.732,31.319,36.842,50462.1,1023.598,23.595,1.927,1.927,0.544,7.526,92.136,8.025,8.030,8.030,
2026/01/05 09:09:55,0.662,12.782,31.283,36.848,50393.1,1023.560,23.557,1.713,1.713,0.515,7.526,92.133,8.026,8.031,8.031,
2026/01/05 09:09:55,0.676,12.815,31.259,36.852,50348.0,1023.535,23.532,1.544,1.544,0.487,7.526,92.122,8.029,8.034,8.034,
2026/01/05 09:09:55,0.689,12.815,31.261,36.854,50351.6,1023.537,23.534,1.777,1.777,0.472,7.526,92.098,8.030,8.036,8.035,
2026/01/05 09:09:55,0.721,12.797,31.248,36.824,50338.5,1023.531,23.527,1.881,1.881,0.530,7.526,92.050,8.031,8.036,8.035,
2026/01/05 09:09:55,0.757,12.770,31.045,36.585,50051.6,1023.378,23.375,1.693,1.693,0.544,7.526,92.023,8.043,8.048,8.048,
2026/01/05 09:09:56,0.803,12.670,30.982,36.432,49992.8,1023.349,23.346,1.511,1.511,0.515,7.526,91.959,8.047,8.052,8.052,
2026/01/05 09:09:56,0.830,12.636,31.014,36.435,50049.8,1023.381,23.377,1.499,1.499,0.530,7.526,91.975,8.049,8.054,8.054,
2026/01/05 09:09:56,0.857,12.616,31.014,36.418,50055.3,1023.384,23.380,1.622,1.622,0.515,7.526,91.946,8.048,8.053,8.052,
2026/01/05 09:09:56,0.882,12.606,31.017,36.413,50063.6,1023.389,23.385,1.654,1.654,0.501,7.526,91.905,8.045,8.050,8.049,
2026/01/05 09:09:56,0.916,12.600,31.021,36.412,50071.2,1023.393,23.389,1.589,1.589,0.515,7.525,91.836,8.040,8.045,8.044,
2026/01/05 09:09:56,0.962,12.603,31.078,36.475,50153.4,1023.437,23.433,1.596,1.596,0.501,7.526,91.812,8.034,8.039,8.039,
2026/01/05 09:09:56,1.007,12.619,31.172,36.588,50284.8,1023.507,23.502,1.609,1.609,0.472,7.525,91.773,8.022,8.027,8.027,
2026/01/05 09:09:56,1.080,12.654,31.077,36.518,50135.5,1023.427,23.422,1.466,1.466,0.458,7.525,91.867,8.033,8.038,8.037,
2026/01/05 09:09:56,1.118,12.652,31.035,36.472,50074.3,1023.394,23.389,1.615,1.615,0.544,7.525,91.782,8.026,8.031,8.031,
2026/01/05 09:09:56,1.154,12.647,31.097,36.533,50166.4,1023.444,23.439,2.017,2.017,0.558,7.525,91.761,8.020,8.026,8.025,
2026/01/05 09:09:57,1.195,12.656,31.692,37.170,51026.8,1023.903,23.898,2.387,2.387,0.515,7.525,91.742,7.984,7.989,7.989,
2026/01/05 09:09:57,1.243,12.733,31.962,37.523,51392.2,1024.098,24.092,2.134,2.134,0.487,7.525,91.652,7.945,7.950,7.950,
2026/01/05 09:09:57,1.290,12.829,31.953,37.600,51348.3,1024.073,24.067,2.257,2.257,0.515,7.525,91.784,7.940,7.945,7.945,
2026/01/05 09:09:57,1.322,12.897,31.941,37.647,51308.8,1024.050,24.044,2.154,2.154,0.501,7.525,91.961,7.946,7.952,7.952,
2026/01/05 09:09:57,1.361,12.946,31.935,37.684,51284.3,1024.036,24.030,1.979,1.979,0.487,7.525,92.088,7.954,7.959,7.959,
2026/01/05 09:09:57,1.415,13.022,31.899,37.714,51209.1,1023.994,23.988,2.381,2.381,0.458,7.525,92.027,7.946,7.951,7.951,
2026/01/05 09:09:57,1.442,13.053,31.961,37.808,51287.9,1024.036,24.029,2.420,2.420,0.501,7.525,92.061,7.942,7.948,7.947,
2026/01/05 09:09:57,1.476,13.086,31.997,37.876,51329.6,1024.057,24.051,2.329,2.329,0.501,7.525,92.107,7.938,7.944,7.944,
2026/01/05 09:09:57,1.515,13.120,32.009,37.919,51337.0,1024.060,24.054,2.296,2.296,0.472,7.525,92.241,7.942,7.948,7.948,
2026/01/05 09:09:57,1.544,13.150,31.994,37.931,51306.1,1024.043,24.036,2.439,2.439,0.458,7.525,92.361,7.948,7.953,7.953,
2026/01/05 09:09:58,1.569,13.171,31.964,37.917,51256.4,1024.016,24.009,2.562,2.562,0.501,7.525,92.469,7.955,7.961,7.960,
2026/01/05 09:09:58,1.597,13.186,31.947,37.912,51226.4,1023.999,23.992,2.316,2.316,0.501,7.525,92.516,7.959,7.965,7.964,
2026/01/05 09:09:58,1.622,13.197,31.949,37.924,51226.4,1023.999,23.992,2.523,2.523,0.515,7.525,92.533,7.958,7.964,7.964,
2026/01/05 09:09:58,1.701,13.208,31.965,37.951,51245.1,1024.009,24.002,2.206,2.206,0.458,7.525,92.673,7.967,7.973,7.972,
2026/01/05 09:09:58,1.751,13.213,31.966,37.957,51245.2,1024.009,24.001,1.946,1.946,0.415,7.525,92.744,7.971,7.977,7.977,
2026/01/05 09:09:58,1.801,13.217,31.984,37.980,51270.4,1024.023,24.015,2.673,2.673,0.458,7.525,92.781,7.972,7.978,7.977,
2026/01/05 09:09:58,1.837,13.223,32.009,38.012,51304.1,1024.041,24.033,2.750,2.750,0.429,7.525,92.863,7.975,7.981,7.980,
2026/01/05 09:09:58,1.889,13.235,32.019,38.034,51315.2,1024.047,24.038,2.160,2.160,0.429,7.525,92.945,7.979,7.985,7.985,
2026/01/05 09:09:58,1.934,13.253,32.155,38.194,51504.8,1024.148,24.140,2.076,2.076,0.458,7.525,93.021,7.978,7.984,7.983,
2026/01/05 09:09:58,1.982,13.310,32.147,38.237,51475.7,1024.131,24.122,1.511,1.511,0.444,7.525,92.977,7.967,7.973,7.973,
2026/01/05 09:09:59,2.096,13.381,32.357,38.526,51755.8,1024.280,24.271,1.304,1.304,0.415,7.525,93.092,7.947,7.953,7.953,
2026/01/05 09:09:59,2.143,13.437,32.513,38.744,51962.2,1024.390,24.380,1.142,1.142,0.472,7.525,93.203,7.936,7.942,7.942,
2026/01/05 09:09:59,2.177,13.530,32.439,38.750,51827.7,1024.314,24.304,1.194,1.194,0.444,7.525,93.347,7.937,7.943,7.943,
2026/01/05 09:09:59,2.225,13.602,32.403,38.777,51754.8,1024.272,24.262,1.012,1.012,0.429,7.525,93.429,7.934,7.940,7.940,
2026/01/05 09:09:59,2.234,13.675,32.319,38.753,51611.9,1024.192,24.182,1.161,1.161,0.429,7.525,93.369,7.925,7.931,7.931,
2026/01/05 09:09:59,2.257,13.731,32.213,38.690,51443.6,1024.100,24.089,0.947,0.947,0.415,7.525,93.313,7.922,7.928,7.928,
2026/01/05 09:09:59,2.281,13.763,32.282,38.794,51532.8,1024.146,24.136,1.038,1.038,0.444,7.525,93.263,7.911,7.918,7.918,
2026/01/05 09:09:59,2.311,13.796,32.414,38.966,51711.6,1024.242,24.231,1.096,1.096,0.501,7.524,93.287,7.905,7.911,7.911,
2026/01/05 09:09:59,2.397,13.861,32.477,39.093,51782.6,1024.277,24.267,1.142,1.142,0.458,7.524,93.216,7.883,7.890,7.890,
2026/01/05 09:09:59,2.420,13.889,32.455,39.094,51742.2,1024.255,24.244,1.142,1.142,0.472,7.525,93.189,7.875,7.882,7.882,
2026/01/05 09:10:00,2.452,13.915,32.421,39.082,51685.9,1024.223,24.212,1.213,1.213,0.487,7.525,93.069,7.862,7.869,7.869,
2026/01/05 09:10:00,2.477,13.940,32.439,39.124,51704.2,1024.232,24.221,1.246,1.246,0.501,7.525,92.853,7.840,7.847,7.847,
2026/01/05 09:10:00,2.504,13.964,32.464,39.173,51733.7,1024.247,24.236,1.421,1.421,0.573,7.524,92.741,7.828,7.835,7.835,
2026/01/05 09:10:00,2.533,13.977,32.460,39.180,51723.5,1024.241,24.230,1.609,1.609,0.587,7.524,92.632,7.817,7.824,7.823,
2026/01/05 09:10:00,2.569,13.989,32.465,39.196,51727.0,1024.242,24.231,2.108,2.108,0.544,7.524,92.446,7.798,7.805,7.805,
2026/01/05 09:10:00,2.610,14.001,32.536,39.284,51825.2,1024.295,24.283,1.836,1.836,0.544,7.524,92.313,7.782,7.789,7.789,
2026/01/05 09:10:00,2.694,14.038,32.520,39.302,51791.9,1024.276,24.264,1.557,1.557,0.558,7.524,91.984,7.749,7.756,7.756,
2026/01/05 09:10:00,2.737,14.052,32.507,39.300,51768.5,1024.263,24.250,2.024,2.024,0.558,7.524,91.862,7.738,7.745,7.745,
2026/01/05 09:10:00,2.771,14.060,32.485,39.283,51735.1,1024.244,24.232,1.927,1.927,0.601,7.524,91.691,7.723,7.730,7.730,
2026/01/05 09:10:00,2.792,14.065,32.471,39.273,51713.6,1024.233,24.220,1.466,1.466,0.630,7.524,91.605,7.716,7.723,7.723,
2026/01/05 09:10:01,2.824,14.068,32.463,39.268,51701.7,1024.226,24.213,1.524,1.524,0.573,7.524,91.482,7.705,7.712,7.712,
2026/01/05 09:10:01,2.851,14.071,32.472,39.280,51714.0,1024.233,24.220,1.421,1.421,0.573,7.524,91.374,7.696,7.703,7.703,
2026/01/05 09:10:01,2.880,14.068,32.479,39.284,51724.2,1024.239,24.226,1.421,1.421,0.573,7.524,91.318,7.692,7.699,7.699,
2026/01/05 09:10:01,2.944,14.067,32.483,39.288,51730.8,1024.242,24.229,1.706,1.706,0.558,7.524,91.214,7.681,7.688,7.688,
2026/01/05 09:10:01,2.957,14.067,32.482,39.286,51728.5,1024.241,24.228,1.713,1.713,0.616,7.524,91.151,7.676,7.683,7.683,
2026/01/05 09:10:01,2.969,14.066,32.470,39.273,51711.4,1024.232,24.219,1.550,1.550,0.702,7.524,91.120,7.674,7.681,7.681,
2026/01/05 09:10:01,2.989,14.066,32.457,39.259,51693.7,1024.223,24.209,1.758,1.758,0.730,7.524,91.059,7.671,7.678,7.678,
2026/01/05 09:10:01,3.012,14.066,32.474,39.277,51718.4,1024.236,24.222,1.486,1.486,0.630,7.524,90.979,7.663,7.670,7.670,
2026/01/05 09:10:01,3.041,14.070,32.511,39.321,51769.1,1024.263,24.250,1.537,1.537,0.601,7.524,91.014,7.664,7.671,7.671,
2026/01/05 09:10:01,3.078,14.074,32.518,39.332,51777.9,1024.268,24.254,1.706,1.706,0.587,7.524,91.028,7.664,7.671,7.671,
2026/01/05 09:10:02,3.130,14.079,32.513,39.331,51769.5,1024.263,24.249,1.680,1.680,0.587,7.524,91.014,7.661,7.668,7.668,
2026/01/05 09:10:02,3.207,14.083,32.510,39.331,51763.8,1024.261,24.246,1.790,1.790,0.630,7.524,91.007,7.659,7.666,7.666,
2026/01/05 09:10:02,3.248,14.084,32.504,39.327,51755.9,1024.256,24.242,1.777,1.777,0.601,7.524,90.967,7.654,7.661,7.661,
2026/01/05 09:10:02,3.286,14.089,32.498,39.325,51745.3,1024.251,24.236,1.940,1.940,0.601,7.524,90.905,7.648,7.655,7.655,
2026/01/05 09:10:02,3.329,14.093,32.513,39.344,51765.5,1024.261,24.247,1.920,1.920,0.859,7.524,90.901,7.648,7.655,7.655,
2026/01/05 09:10:02,3.366,14.094,32.516,39.349,51769.4,1024.264,24.249,2.102,2.102,0.916,7.524,90.905,7.647,7.655,7.654,
2026/01/05 09:10:02,3.420,14.098,32.526,39.363,51783.2,1024.271,24.256,1.732,1.732,0.716,7.524,90.919,7.648,7.655,7.655,
2026/01/05 09:10:02,3.468,14.102,32.521,39.361,51774.4,1024.266,24.251,1.771,1.771,0.659,7.524,90.920,7.647,7.654,7.654,
2026/01/05 09:10:02,3.502,14.104,32.518,39.359,51769.3,1024.264,24.248,2.160,2.160,0.644,7.524,90.894,7.645,7.652,7.652,
2026/01/05 09:10:02,3.561,14.105,32.500,39.341,51744.0,1024.250,24.234,1.901,1.901,0.630,7.524,90.878,7.644,7.651,7.651,
2026/01/05 09:10:03,3.597,14.104,32.511,39.353,51760.3,1024.259,24.243,1.764,1.764,0.630,7.524,90.863,7.643,7.650,7.650,
2026/01/05 09:10:03,3.640,14.105,32.523,39.366,51777.3,1024.269,24.252,1.797,1.797,0.687,7.524,90.904,7.646,7.653,7.653,
2026/01/05 09:10:03,3.676,14.106,32.538,39.384,51798.0,1024.280,24.263,1.589,1.589,0.630,7.524,90.914,7.644,7.652,7.651,
2026/01/05 09:10:03,3.722,14.110,32.526,39.374,51779.2,1024.270,24.253,1.628,1.628,0.573,7.524,90.973,7.650,7.657,7.657,
2026/01/05 09:10:03,3.760,14.112,32.521,39.371,51771.9,1024.266,24.249,1.499,1.499,0.558,7.524,91.001,7.652,7.660,7.659,
2026/01/05 09:10:03,3.776,14.114,32.534,39.387,51789.9,1024.276,24.259,1.583,1.583,0.573,7.524,91.007,7.651,7.658,7.658,
2026/01/05 09:10:03,3.842,14.121,32.520,39.378,51768.3,1024.264,24.247,1.764,1.764,0.630,7.524,90.990,7.650,7.657,7.657,
2026/01/05 09:10:03,3.880,14.124,32.534,39.397,51787.5,1024.274,24.257,1.920,1.920,0.601,7.524,90.998,7.650,7.657,7.657,
2026/01/05 09:10:03,3.917,14.126,32.541,39.405,51796.2,1024.279,24.261,1.797,1.797,0.659,7.524,91.020,7.652,7.659,7.659,
2026/01/05 09:10:03,3.962,14.128,32.555,39.422,51815.7,1024.290,24.272,1.764,1.764,0.716,7.524,91.064,7.653,7.660,7.660,
2026/01/05 09:10:04,4.001,14.135,32.570,39.444,51835.0,1024.300,24.282,1.998,1.998,0.659,7.524,91.115,7.656,7.663,7.663,
2026/01/05 09:10:04,4.032,14.141,32.566,39.447,51828.3,1024.296,24.278,2.439,2.439,0.687,7.524,91.102,7.653,7.660,7.660,
2026/01/05 09:10:04,4.055,14.146,32.559,39.443,51816.2,1024.289,24.271,2.725,2.725,0.816,7.524,91.140,7.656,7.663,7.663,
2026/01/05 09:10:04,4.091,14.150,32.552,39.438,51804.7,1024.283,24.265,2.245,2.245,0.802,7.523,91.148,7.657,7.664,7.664,
2026/01/05 09:10:04,4.159,14.154,32.554,39.445,51806.4,1024.284,24.265,2.465,2.465,0.687,7.523,91.210,7.662,7.670,7.669,
2026/01/05 09:10:04,4.184,14.154,32.548,39.439,51799.0,1024.280,24.261,2.906,2.906,0.745,7.523,91.254,7.666,7.673,7.673,
2026/01/05 09:10:04,4.216,14.154,32.543,39.433,51791.1,1024.276,24.257,3.990,3.990,0.702,7.523,91.241,7.665,7.673,7.672,
2026/01/05 09:10:04,4.250,14.155,32.558,39.450,51812.8,1024.288,24.269,2.465,2.465,0.616,7.523,91.251,7.665,7.672,7.672,
2026/01/05 09:10:04,4.266,14.156,32.562,39.455,51817.8,1024.291,24.271,2.219,2.219,0.687,7.523,91.262,7.665,7.672,7.672,
2026/01/05 09:10:04,4.295,14.156,32.552,39.445,51803.6,1024.283,24.264,2.115,2.115,0.716,7.523,91.310,7.669,7.677,7.676,
2026/01/05 09:10:05,4.323,14.158,32.549,39.443,51798.4,1024.280,24.261,1.959,1.959,0.659,7.523,91.341,7.672,7.679,7.679,
2026/01/05 09:10:05,4.359,14.159,32.558,39.454,51810.9,1024.287,24.268,1.894,1.894,0.630,7.523,91.351,7.672,7.679,7.679,
2026/01/05 09:10:05,4.429,14.159,32.561,39.457,51815.7,1024.290,24.270,1.628,1.628,0.673,7.523,91.395,7.675,7.682,7.682,
2026/01/05 09:10:05,4.472,14.160,32.569,39.467,51826.8,1024.296,24.276,1.518,1.518,0.702,7.523,91.442,7.678,7.685,7.685,
2026/01/05 09:10:05,4.513,14.161,32.571,39.471,51829.9,1024.298,24.278,1.901,1.901,0.787,7.523,91.450,7.679,7.686,7.686,
2026/01/05 09:10:05,4.540,14.163,32.567,39.468,51823.0,1024.294,24.274,2.030,2.030,0.802,7.523,91.552,7.687,7.695,7.694,
2026/01/05 09:10:05,4.579,14.165,32.566,39.468,51820.4,1024.293,24.272,2.257,2.257,0.745,7.523,91.556,7.687,7.694,7.694,
2026/01/05 09:10:05,4.617,14.167,32.569,39.474,51825.5,1024.296,24.275,2.147,2.147,0.759,7.523,91.553,7.687,7.695,7.695,
2026/01/05 09:10:05,4.645,14.168,32.575,39.481,51832.6,1024.300,24.279,2.082,2.082,0.830,7.523,91.575,7.689,7.696,7.696,
2026/01/05 09:10:05,4.685,14.169,32.568,39.474,51822.3,1024.294,24.273,2.595,2.595,0.873,7.523,91.592,7.691,7.698,7.698,
2026/01/05 09:10:06,4.769,14.169,32.566,39.473,51820.1,1024.293,24.272,2.030,2.030,0.773,7.523,91.645,7.694,7.701,7.701,
2026/01/05 09:10:06,4.797,14.169,32.571,39.477,51826.9,1024.297,24.276,1.920,1.920,0.730,7.523,91.674,7.697,7.704,7.704,
2026/01/05 09:10:06,4.837,14.169,32.581,39.488,51841.1,1024.305,24.283,2.647,2.647,0.702,7.523,91.659,7.695,7.702,7.702,
2026/01/05 09:10:06,4.876,14.171,32.581,39.490,51840.3,1024.305,24.283,2.238,2.238,0.702,7.523,91.719,7.700,7.707,7.707,
2026/01/05 09:10:06,4.910,14.173,32.571,39.481,51826.0,1024.297,24.275,2.303,2.303,0.730,7.523,91.694,7.698,7.705,7.705,
2026/01/05 09:10:06,4.928,14.173,32.573,39.483,51828.4,1024.298,24.276,2.121,2.121,0.673,7.523,91.748,7.703,7.710,7.710,
2026/01/05 09:10:06,4.967,14.173,32.565,39.475,51817.3,1024.292,24.270,2.802,2.802,0.702,7.523,91.775,7.705,7.712,7.712,
2026/01/05 09:10:06,5.028,14.171,32.565,39.473,51817.7,1024.293,24.270,2.037,2.037,0.673,7.523,91.726,7.702,7.709,7.709,
2026/01/05 09:10:06,5.057,14.170,32.570,39.478,51826.1,1024.298,24.275,1.907,1.907,0.745,7.523,91.757,7.703,7.710,7.710,
2026/01/05 09:10:06,5.096,14.169,32.570,39.477,51826.1,1024.298,24.275,1.927,1.927,0.730,7.523,91.797,7.706,7.713,7.713,
2026/01/05 09:10:07,5.139,14.170,32.574,39.482,51831.0,1024.301,24.278,2.420,2.420,0.730,7.523,91.819,7.708,7.715,7.715,
2026/01/05 09:10:07,5.180,14.172,32.586,39.497,51847.8,1024.310,24.287,2.744,2.744,0.702,7.523,91.823,7.708,7.715,7.715,
2026/01/05 09:10:07,5.198,14.173,32.584,39.496,51845.4,1024.309,24.285,2.374,2.374,0.687,7.523,91.807,7.706,7.713,7.713,
2026/01/05 09:10:07,5.239,14.176,32.579,39.492,51836.3,1024.304,24.280,2.614,2.614,0.702,7.523,91.861,7.710,7.717,7.717,
2026/01/05 09:10:07,5.277,14.178,32.580,39.496,51837.4,1024.304,24.281,2.089,2.089,0.659,7.522,91.886,7.712,7.720,7.720,
2026/01/05 09:10:07,5.332,14.179,32.575,39.492,51830.8,1024.301,24.277,1.790,1.790,0.659,7.522,91.871,7.711,7.718,7.718,
2026/01/05 09:10:07,5.366,14.181,32.575,39.493,51829.9,1024.300,24.276,2.264,2.264,0.702,7.522,91.829,7.708,7.715,7.715,
2026/01/05 09:10:07,5.402,14.181,32.578,39.497,51833.7,1024.303,24.278,2.024,2.024,0.745,7.522,91.817,7.707,7.714,7.714,
2026/01/05 09:10:07,5.420,14.181,32.591,39.511,51852.0,1024.313,24.288,1.868,1.868,0.859,7.522,91.852,7.709,7.716,7.716,
2026/01/05 09:10:07,5.459,14.184,32.591,39.513,51852.0,1024.313,24.288,3.088,3.088,0.931,7.522,91.866,7.710,7.717,7.717,
2026/01/05 09:10:08,5.497,14.188,32.599,39.526,51861.2,1024.318,24.293,3.730,3.730,0.873,7.522,91.828,7.705,7.712,7.712,
2026/01/05 09:10:08,5.538,14.191,32.598,39.528,51860.3,1024.317,24.292,2.309,2.309,0.759,7.522,91.848,7.707,7.714,7.714,
2026/01/05 09:10:08,5.561,14.194,32.594,39.526,51853.4,1024.313,24.288,2.277,2.277,0.730,7.522,91.848,7.706,7.713,7.713,
2026/01/05 09:10:08,5.647,14.197,32.598,39.533,51857.8,1024.316,24.291,1.797,1.797,0.759,7.522,91.871,7.707,7.714,7.714,
2026/01/05 09:10:08,5.667,14.199,32.597,39.533,51855.7,1024.315,24.289,1.966,1.966,0.802,7.522,91.854,7.705,7.712,7.712,
